42|1
42|2
42|3
42|4
42|5
42|6
42|7
42|8
42|9
42|10
42|11
42|12
42|13
42|14
42|15
42|16
42|17
42|18
42|19
42|20
42|21
42|22
42|23
42|24
42|25
42|26
42|27
42|28
42|29
42|30
42|31
42|32
42|33
42|34
42|35
42|36
42|37
42|38
42|39
42|40
42|41
42|42
42|43
42|44
42|45
42|46
42|47
42|48
42|49
42|50
42|51
42|52
42|53
42|54
42|55
42|56
42|57
42|58
42|59
42|60
42|61
42|62
42|63
42|64
42|65
42|66
42|67
42|68
42|69
42|70
42|71
42|72
42|73
42|74
42|75
42|76
42|77
42|78
42|79
42|80
42|81
42|82
42|83
42|84
42|85
42|86
42|87
42|88
42|89
42|90
42|91
42|92
42|93
42|94
42|95
42|96
42|97
42|98
42|99
42|100
